음식이름,음식재료,음식조리법,음식영양성분,음식이미지url
고구마 후 머스와 당근 막대기,"5.3 온스 고구마 (요리되지 않은, 피부 제거 및 다진)
3.6 온스 통조림 병아리 콩 (425G = 225g 병아리 콩, 배수) (헹굼 및 배수)
0.4 fl.oz 엑스트라 버진 올리브 오일
1.7 fl.oz 물
1 fl oz 레몬 주스, 갓 짜낸
1 히말라야 소금을 꼬집어
0.6 온스 타 히니 (3 tsp.)
마늘 정향 1 개 (으깬)
1 티스푼 커민
1 티스푼 파프리카
7.1 온스 당근 (막대기로 자릅니다)","지침
화씨 356도까지 오븐을 예열하십시오.베이킹 용지로 베이킹 트레이를 줄이십시오
고구마를 트레이에 놓고 오븐에서 20 분 동안 굽습니다.일단 요리 한 후에는 식히기 위해
푸드 프로세서에서 병아리 콩, 고구마, 올리브 오일, 물, 레몬 주스, 타히니, 마늘, 커민 및 파프리카를 넣으십시오.부드러운 일관성이 형성 될 때까지 처리하십시오.고구마와 후 머스 딥을 2 인분으로 나눕니다.
당근 막대기의 절반으로 고구마와 후 머스 딥의 1 인분을 접시
내일의 남은 음식을 위해 두 번째 서브를 냉장 보관하십시오","서빙 크기 282g
칼로리 246 Cal
단백질 7.0g
지방, 총 10.8g
- 포화 된 1.4g
탄수화물 25.1g
- 설탕 11.2g
나트륨 268mg",https://cdn.f45training.com/strapi/uploads/2019/11/04150753/sweet-potato-hummus-dip.jpg
트리플 초크 쉐이크,"5.3 온스 냉동 바나나
0.3 온스 카카오 분말
0.9 온스 PI 영양 초콜릿 유청 분리 또는 식물 기반 대안
0.2 온스 카카오 펜촉
1.5 온스 무가당 코코넛 요구르트
6.8 fl.oz 무가당 아몬드 우유
2.5 온스 얼음
3.4 fl.oz 물","지침
모든 재료를 믹서기에 추가하고 부드러운 일관성이 형성 될 때까지 혼합하십시오.
스무디를 큰 유리에 붓습니다
제공하다","서빙 크기 608g
칼로리 445 Cal
단백질 26.90g
지방, 총 17.87g
- 포화 된 10.73g
탄수화물 43.86g
- 설탕 27.84g
나트륨 218.44mg",https://cdn.f45training.com/strapi/uploads/2019/11/04133107/chocolate-shake.jpg
토마토와 바질 브루스케타를 곁들인 데친 계란,"2 x 1.76oz 계란 (중간)
2.9 온스 토마토 (깍둑 썰기)
1.5 온스 붉은 양파 (깍둑 썰기)
2.2 온스 아보카도 (다진)
0.2 온스 바질 (다진)
0.8 온스 페타 치즈 (무너짐)
마늘 정향 1 개 (으깬)
0.4 fl.oz 브라운 발사믹 식초
0.2 fl.oz 엑스트라 버진 올리브 오일 (1 tsp)
0.4 fl.oz 흰 식초
1 x 1.34oz 전체 곡물 빵 조각","지침
냄비에 물과 흰 식초를 채우고 중간 열로 끓입니다.
나무 숟가락을 사용하여 물을 저어 월풀을 만듭니다.계란을 물에 깨고 3 분 동안 요리합니다.
요리 한 후에는 슬롯 형 스푼을 사용하여 물에서 알을 꺼내 그릇으로 옮깁니다.따로
별도의 그릇에 토마토, 아보카도, 페타, 붉은 양파, 바질 및 마늘을 결합하십시오.올리브 오일과 발사믹 식초를 상단 위에 붓고 결합하십시오.
빵을 토스트하고 접시로 옮깁니다
토마토 브루스 체타를 토스트 위에 붓고 데친 계란을 상단에 추가하십시오.
히말라야 소금과 후추로 계절
제공하다","서빙 크기 371g
칼로리 445 Cal
단백질 22.61g
지방, 총 28.41g
- 포화 8.48g
탄수화물 22.23g
- 설탕 5.89g
나트륨 636.32mg",https://cdn.f45training.com/strapi/uploads/2019/11/04125936/poached-eggs-bruschetta.jpg
"레몬과 파슬리 부스러기 생선, 고구마, 완두콩","5.3 온스 확고한 흰 물고기
5 온스 고구마 (다진)
2.5 온스 녹색 완두콩 (0.5 컵, 냉동, 해동)
0.1 fl.oz 엑스트라 버진 올리브 오일 (0.5 tsp.)
1 히말라야 소금과 후추를 꼬집어
0.8 온스 글루텐 프리 빵 부스러기
1 큰술 말린 파슬리
0.08fl.오즈, 레몬 주스는 신선하게 압박했다
1 온스 무가당 그리스 요구르트 (2 큰술)","지침
오븐을 374 ° F로 예열하십시오
생선 부스러기의 경우 빵 부스러기와 말린 파슬리를 큰 그릇에 섞습니다.요거트와 레몬을 그릇에 넣고 요거트 혼합물로 생선을 코팅하십시오.그런 다음 빵 부스러기로 낚시를 고르게 코팅하십시오.
베이킹 트레이를 베이킹 페이퍼로 정렬하고 7-10 분 동안 또는 요리 할 때까지 생선을 요리하십시오.
한편, 고구마를 끓는 바구니에 끓는 바구니에 부드러워 질 때까지 요리하십시오.거의 준비가되면 완두콩을 찐 바구니에 넣고 부드러워 질 때까지 몇 분 더 요리하십시오.올리브 오일로 이슬비를 준비하고 소금으로 계절을 달성하십시오.
야채와 함께 부스러기 물고기를 제공하십시오.","서빙 크기 467g
칼로리 458 Cal
단백질 34.6g
지방, 총 5.7g
- 포화 된 1g
탄수화물 61.1g
- 설탕 18.7g
나트륨 470mg",https://cdn.f45training.com/strapi/uploads/2019/11/0116339/lemon-_parsley-crumbed-fish-sweet-potato-_-peas.jpg
"치킨 프로방 스케일, 올리브, 당근 및 퀴 노아","11 온스 치킨 가슴 필레 (슬라이스)
2.9 온스 퀴 노아 (요리되지 않은)
7.7 fl.oz 물
0.1 fl.oz 엑스트라 버진 올리브 오일
3.2 온스 갈색 양파 (깍둑 썰기)
1.1 온스 셀러리 (깍둑 썰기)
2.2 온스 당근 (잘린)
마늘 정향 2 개 (으깬)
6 온스 통조림으로 분쇄 된 토마토
1.8 온스 칼라 마타 올리브 (피트)
1 히말라야 소금과 후추를 꼬집어","지침
중간 온도에서 팬에 올리브 오일을 가열하고 양파와 마늘을 몇 분 동안 볶습니다.당근과 셀러리를 넣고 몇 분 더 요리하십시오.
닭고기를 넣고 약 7 분 동안 저어 주거나 ​​닭이 거의 익을 때까지 요리하십시오.
분쇄 된 토마토, 올리브 및 소금과 후추로 계절을 넣으십시오.약 20 분 정도 저열로 끓입니다.
한편 중간 온대 위로 냄비에 물을 끓여서 퀴 노아를 15 분 동안 또는 개장 할 때까지 요리하십시오.
퀴 노아의 절반과 함께 치킨 프로방 스케일의 절반을 제공하십시오.
내일 왼쪽 오버의 다른 부분을 냉장 보관하십시오.","서빙 크기 330g
칼로리 463 Cal
단백질 38.41g
지방, 총 18.69g
- 포화 5.24g
탄수화물 33.13g
- 설탕 7.34g
나트륨 333.35mg",https://cdn.f45training.com/strapi/uploads/2019/11/01163332/chicken-provencale-olives-carrots-_-quinoa.jpg
Chipotle BBQ Beef Fajita Bowl,"9.9 온스 마른 쇠고기 다진
4.3 온스 통조림 검은 콩 (배수)
0.3oz 신선한 실란트로, 다진
1.8 온스 아보카도 (다진)
0.33fl.오즈 레몬 주스, 갓 짜낸
5.3 온스 통조림 옥수수 커널 (배수)
3.5oz 빨간 피망, 깍둑 썰기
3.6 온스 갈색 양파 (깍둑 썰기)
마늘 정향 1 개 (으깬)
1 티스푼 파프리카
1 티스푼 지상 고수풀
1 티스푼 커민
0.2 fl.oz Tabasco 소스
0.33fl.오즈 레몬 주스, 갓 짜낸
5 온스 통조림으로 분쇄 된 토마토
3.4 fl.oz 감소 된 소금 액체 쇠고기 스톡
1 히말라야 소금과 후추를 꼬집어
0.2 fl.oz 엑스트라 버진 올리브 오일","지침
중간 온도에서 비 막대기 팬에 올리브 오일을 가열하고 양파와 마늘을 몇 분 동안 볶습니다.파프리카, 고수풀, 커민을 넣고 향기가 나올 때까지 몇 분 더 요리하십시오.
요리하는 동안 쇠고기 마인지를 첨가하십시오.분쇄 된 토마토, 쇠고기 스톡, 타바스코, 검은 콩, 라임 주스 및 소금을 넣고 저열로 20-25 분 동안 끓인다.
chipotle 쇠고기의 절반을 그릇에 제공하십시오.아보카도, 옥수수 및 빨간 피망의 절반을 쇠고기와 함께 놓고 레몬 주스로 짜내고 신선한 실란트로를 곁들입니다.
내일의 남은 음식을 위해 나머지 절반을 냉장 보관하십시오.","서빙 크기 546g
칼로리 443 Cal
단백질 42.78g
지방, 총 13.35g
- 포화 된 3.78g
탄수화물 33.29g
- 설탕 11.28g
나트륨 499.81mg",https://cdn.f45training.com/strapi/uploads/2019/10/01144650/naked-chipotle-bbq-beef-fajita-bowl.jpg
무지개 여름 그릇,"50g 오이, 얇게 썰어
150g 당근, 나선형
150g 호박, 나선형
150g 콜리 플라워, 작은 꽃
40g 아보카도, 으깬
10G 석류 종자
50g 통조림 검은 콩, 헹굼 및 배수
1 tsp.심황
0.68 fl oz 레몬 주스, 갓 짜낸
마늘 정향 1 개, 분쇄
1 tsp.말린 파슬리
여분의 처녀 올리브 오일","지침
오븐을 180도까지 예열하고 베이킹 트레이를 베이킹 용지로 정렬하십시오.
콜리 플라워 플로렛을 베이킹 트레이에 넣고 심황으로 계절을 늘리십시오.오븐에서 10-15 분 동안 또는 황금빛 갈색까지 굽습니다.요리하면 오븐에서 제거하고 5 분 동안 식히십시오.
재료를 결합하지 않고 오이, 당근, 호박, 검은 콩 및 콜리 플라워를 그릇에 넣습니다.
으깬 아보카도와 석류 씨앗을 맨 위에 추가하십시오
드레싱 재료를 따로 섞어 샐러드 위에 붓습니다.","서빙 크기 672g
칼로리 440 Cal
단백질 14.2g
지방, 총 27.5g
- 포화 5.5g
탄수화물 24.4g
- 설탕 16.6g
나트륨 140mg",https://cdn.f45training.com/strapi/uploads/2019/11/01114803/vegan-bowl.jpg
슈퍼 치아 푸딩,"5.1 fl.oz 무가당 아몬드 우유
1 티스푼 마카 가루
1.5 온스 치아 씨앗
0.6 fl.oz 메이플 시럽
0.25 티스푼 계피
0.25 티스푼 육두구
0.6 온스 건조 코코넛
0.4 온스 생 아몬드 (대략 다진)
0.4 온스 호두 (대략 다진)","지침
아몬드 우유를 중간 크기의 항아리에 넣고 치아 씨앗, 육두구, 계피, 메이플 시럽 및 마카 가루에 섞습니다.
하룻밤 또는 1-2 시간 동안 설정하십시오.
Chia Pudding이 설정되면 코코넛, 아몬드 및 호두를 뿌립니다.
제공하다","서빙 크기 257g
칼로리 459 Cal
단백질 14.9g
지방, 총 35.3g
- 포화 된 11.4g
탄수화물 34.9g
- 설탕 15.2g
나트륨 71mg",https://cdn.f45training.com/strapi/uploads/2019/11/01123053/super-chia-pudding.jpg
장실 생강 드레싱을 곁들인 닭고기와 캐슈 슬로,"11 온스 치킨 가슴 필레 (스트립으로 자르기)
0.2 fl.oz 엑스트라 버진 올리브 오일 (1 tsp)
1 히말라야 소금과 후추를 꼬집어
0.2 온스 실란트로 (1 큰술, 다진)
0.1 온스 참깨 씨앗 (1 tsp)
1.5 온스 캐슈 (잘게 썬)
6.4 온스 보라색 양배추 (파쇄)
6.4 온스 당근 (강판)
드레싱
0.4 fl.oz 감소 된 소금 간장 (2 tsp)
0.4 fl.oz 쌀 와인 식초 (2 tsp)
0.34 fl oz 라임 주스, 갓 짜낸
0.4 fl.oz 꿀 (2 tsp)
0.4 온스 흰색 된장 페이스트 (2 tsp)
0.2 온스 생강 (2 tsp, grated)
0.4 fl.oz 참깨 (2 tsp)","지침
중간 열에 팬에 올리브 오일을 가열합니다.닭고기를 소금과 후추로 양념하고 팬에 넣습니다.닭고기를 5-6 분 동안 또는 요리 할 때까지 요리하십시오
한편 두 그릇 사이에 실란트로, 캐슈, 양배추 및 당근을 나누고 함께 섞는다
드레싱을 추가하려면 간장, 쌀 식초, 라임 주스, 꿀, 미소 페이스트, 생강 및 참깨 기름을 항아리에 넣고 흔들어 섞습니다.
치킨 스트립의 절반으로 각 그릇을 얹습니다.드레싱의 절반과 참깨 씨앗으로 각각 이슬비를 내립니다
지금 하나를 제공하고 내일을 위해 냉장 보관하십시오
즐기다","서빙 크기 390g
칼로리 444 Cal
단백질 40.72g
지방, 총 20.49g
- 포화 된 3.62g
탄수화물 20.30g
- 설탕 15.73g
식이 섬유 8.00g
나트륨 592.11mg",https://cdn.f45training.com/strapi/uploads/2019/10/31121009/chicken-cashew-slaw-with-miso-ginger-dressing.jpg
그리스 메즈 제 플래터,"3 x 1.8 온스 계란 (중간)
3.6 온스 페타 치즈
5.3 온스 오이 (슬라이스)
3.6 온스 토마토 (다진)
1.5 온스 칼라 마타 올리브 (피트)","지침
중간 온도에서 냄비에 물을 끓입니다.계란을 물에 넣고 7 분 동안 요리하십시오.냄비에서 물을 배출하십시오.
계란을 찬물 아래에서 헹구고 숟가락의 뒷면으로 껍질을 두드려 껍질을 부수십시오.계란에서 껍질을 껍질을 벗기고 접시로 옮깁니다.
삶은 계란 옆에 나머지 성분을 접시에 놓으십시오.
제공하다.","서빙 크기 480g
칼로리 452 Cal
단백질 28.4 g
지방, 총 32.1 g
- 포화 된 15.3 g
탄수화물 10.2 g
- 설탕 6.5 g
나트륨 2129mg
식이 섬유 2.9g",https://cdn.f45training.com/strapi/uploads/2019/10/01144644/greek-mezze-platter.jpg
치즈 대마 씨앗 채소 빵,"14 온스 호박 (길이로 슬라이스)
14 온스 가지 (길이로 얇게 썬)
2.2 온스 갈색 양파 (슬라이스)
3.6 온스 빨간 피망 (슬라이스)
3.6 온스 케일 (파쇄)
3.6 온스 통조림 브라운 렌즈 콩 (헹굼 및 배수)
마늘 정향 2 개 (으깬)
0.4 온스 바질 (다진)
1 티스푼 칠리 플레이크
1 피치 후추와 히말라야 소금
14 온스 통조림 다진 토마토
0.2 fl.oz (1 tsp.)
0.6 온스 대마 하트/씨앗
2.5 온스 유제품이없는 파쇄 치즈","지침
오븐을 356도까지 예열하십시오
중간 온도에 냄비에 올리브 오일을 가열하고 1 분간 마늘 정향과 칠리로 양파를 볶습니다.
케일, 렌즈 콩, 바질 및 통조림 토마토, 히말라야 소금 및 후추를 섞어서 저조도 열에서 10 분 동안 계속 요리합니다.
베이킹 접시에 호박, 오버진 및 피망을 층
야채 꼭대기 위에 소스를 붓고 헴스와 비건 치즈를 뿌린다
오븐에서 15 분 동안 또는 치즈가 녹을 때까지 굽습니다.요리하면 오븐에서 빵을 제거하십시오
빵을 두 개의 서브로 나눕니다.내일의 남은 음식을 위해 두 번째 서빙을 서빙하고 냉장 보관하십시오.","서빙 크기 834g
칼로리 458 Cal
단백질 24.1g
지방, 총 17.5g
- 포화 5.0g
탄수화물 41.8g
- 설탕 22.5g
나트륨 1315mg",https://cdn.f45training.com/strapi/uploads/2019/10/31153937/veggei-hemp-bake.jpg
비건 채식 지중해 샐러드,"50g 파슬리, 다진
50g 오이, 깍둑 썰기
50g 토마토, 잘게 썬다
50g 붉은 양파, 다진
20g 검은 올리브
180g 통조림 브라운 렌즈 콩, 헹굼 및 배수
50g 아보카도, 슬라이스
15ml 올리브 오일
20ml 발사믹 식초
10g 통 곡물 겨자","지침
드레싱을 제외한 모든 재료를 그릇에 넣습니다.
용기에 드레싱 재료를 별도로 결합하고 샐러드 위에 붓습니다.함께 섞으십시오
제공하다","서빙 크기 493g
칼로리 426 Cal
단백질 13.7g
지방, 총 30.0g
- 포화 5.2g
탄수화물 19.3g
- 설탕 6.2g
나트륨 858mg",https://cdn.f45training.com/strapi/uploads/2019/10/29151151/shutterstock_1309283122.jpg
향기로운 태국 돼지 고기 볶음,"350g 돼지 고기 스트립
50g 빨간 피망, 다진
40g 원시 캐슈
0.4 fl.oz 엑스트라 버진 올리브 오일
60g 당근, 다진
150g 브로콜리 플로렛
150g 콜리 플라워 플로렛
50g 셀러리, 다진
1.6 fl.oz 간장 소스
3.1 fl.oz 물 (필터링)
4G 신선한 생강, 잘게 다진
2 정향 마늘, 분쇄
5G 신선한 바질, 다진
5G 신선한 실란트로, 다진","지침
중간 온도에서 스틱 냄비로 올리브 오일을 가열하고 돼지 고기 스트립을 7 분 동안 또는 돼지 고기를 익힐 때까지 볶습니다.
돼지 고기가 요리되면 냄비에서 제거하십시오.같은 냄비를 사용하여 중간 온도로 재가열하고 마늘과 생강을 1 분간 볶습니다.
캡시 쿰, 당근, 브로콜리, 콜리 플라워, 셀러리 및 물을 섞어 뚜껑을 켜고 증기를 만들기 위해 6-8 분 동안 계속 요리하십시오.
몇 분 후 간장에 섞는다.돼지 고기, 캐슈, 타이 바질을 넣고 바질이 더 이상되기 시작할 때까지 몇 분 동안 교반을 결합하십시오.
돼지 고기의 절반을 요리하고 그릇에 볶은, 신선한 고수풀을 얹고 내일의 나머지 절반을 냉장하십시오.","서빙 크기 350g
칼로리 432 Cal
단백질 50.86g
지방, 총 19.04g
- 포화 된 3.66g
탄수화물 9.87g
- 설탕 6.54g
나트륨 1197.84mg",https://cdn.f45training.com/strapi/uploads/2019/10/27213624/fragrant-thai-pork-stir-fry.jpg
렌즈 콩 샐러드와 함께 딜 로스팅 연어,"3.6 온스 연어 필렛 (생)
1 히말라야 소금과 후추를 꼬집어
3.2 온스 통조림 브라운 렌즈 콩 (배수)
1.1 온스 당근 (grated)
1.1 온스 냉동 에다메 콩 (해동)
1.1 온스 영어 시금치
0.4 온스 아몬드 (파쇄)
0.1 온스 건조 딜 (1 tsp. (Fish Marinade))
0.25FL.오즈 레몬 주스, 갓 짜낸 (물고기 마리 네이드)
0.1 온스 디종 머스타드 (0.5 tsp. (Fish Marinade))","지침
오븐을 355 ° F로 예열하고 베이킹 트레이를 베이킹 용지로 정렬합니다.
딜과 파트 드라이를 씻으십시오.매리 네이드의 재료를 박격포와 유봉으로 결합하거나 스틱 블렌더를 사용하십시오.
연어를 베이킹 트레이에 놓고 매리 네이드로 연어의 꼭대기를 입고 소금으로 계절
오븐에서 연어를 약 10-12 분 동안 또는 좋아하는 것까지 요리 할 때까지 구워냅니다.
큰 그릇에 Lentils, Edamame, 시금치, 당근 및 아몬드를 결합하십시오.
샐러드 믹스와 함께 연어를 제공하십시오","서빙 크기 349g
칼로리 446 Cal
단백질 30.7g
지방, 총 21.7g
- 포화 4.2g
탄수화물 27.7g
- 설탕 4.4g
나트륨 260mg",https://cdn.f45training.com/strapi/uploads/dill_roasted_salmon_with_lentil_salad_6f6c58ab61.jpeg
베트남 스타일의 양배추 샐러드와 양고기,"9.9 온스 양고기 스트립
0.2 fl.oz 엑스트라 버진 올리브 오일 (1 tsp.)
1 히말라야 소금과 후추를 꼬집어
1.5 온스 땅콩 (가볍게 분쇄)
0.35oz 실란트로, 다진
11 온스 우울 샐러드 샐러드 (드레싱없이)
0.6 fl.oz 감소 된 소금 간장 (드레싱)
0.68 라임 주스, 갓 짜낸 (드레싱)
0.2 온스 꿀
0.1 온스 생강 (grated (드레싱))
0.1 온스 민트 (미세한 다진 (드레싱))
0.3 fl.oz 참깨 (드레싱)
0.3 fl.oz 엑스트라 버진 올리브 오일 (드레싱)","지침
중간 온도에서 비 막대기 팬에 올리브 오일을 가열하고 양고기 스트립을 요리하고 원하는대로 요리 할 때까지 몇 분 동안 저어줍니다.소금과 후추로 간을 맞춘다.
드레싱의 재료를 별도로 결합하십시오.실란트로를 가볍게 자릅니다.
대장균 믹스를 큰 그릇에 넣고 양고기 스트립과 다진 실란트로를 저어줍니다.분쇄 된 땅콩을 뿌린다.
샐러드의 절반을 제공하고 드레싱의 절반으로 드레스를 입으십시오.
내일의 왼쪽 오버에 대한 다른 부분을 냉장 보관하십시오.","서빙 크기 364g
칼로리 446 Cal
단백질 38.6g
지방, 총 25.9g
- 포화 된 5g
탄수화물 13.8g
- 설탕 9.2g
나트륨 671mg",https://cdn.f45training.com/strapi/uploads/2019/10/26191026/lamb-with-vietnamese-style-coleslaw.jpg
